"Authorization Amount","Authorisation Amount"
"Authorization Failed","Authorisation failed"
"Authorization Method","Authorisation Method"
"Authorization is uncertain.","Authorisation is uncertain"
"Authorized Status","Authorised status"
"Automatic confirmation delivery","Automatic confirmation delivery"
"Await Notification","Await Notification"
"Awaiting confirmation","Awaiting confirmation"
"BIC","BIC"
"BIC (Optional)","BIC (Optional)"
"Bad signature format.","False signature format."
"Bank Location","Bank Location"
"Bank Name","Bank Name"
"Bank account number","Bank account number (IBAN)"
"Bank code number","Bank code number"
"Before payment selection","Before selection of the payment method"
"Billing Address","Billing Address"
"Billing Information","Billing information"
"Billing address","Billing address"
"Brand Name","Brand Name"
"By setting the capturing the reservation can be captured directly after the order or later manually over the backend of the store.","With the capture setting, the transaction can be captured directly after the order or later manually over the backend of the store."
"CVC Code","CVC Code"
"Calculate rate","Calculate rate"
"Calculate rates","Calculate rates"
"Cancel","Cancel"
"Cancel ID","Cancel ID"
"Cancel pending orders when out of stock","Cancel pending orders when out of stock"
"Cancel status","Cancel status"
"Canceled PayEngine3Cw","Canceled PayEngine3Cw"
"Canceling of this payment not possible!","Cancellation of this payment not possible!"
"Cancelled Status","Cancelled status"
"Cannot update item quantity.","Cannot update item quantity."
"Capture Amount","Amount to capture"
"Capture ID","Capture ID"
"Capture amount","Capture amount"
"Capture information","Capture information"
"Capture status","Capture status"
"Capture: Don't Close","Capture: Don't close"
"Captured Amount","Captured amount"
"Captured Status","Captured status"
"Captures","Captures"
"Captures & Refunds","Captures & Refunds"
"Capturing","Capturing"
"Card Expiration","Expiry Date"
"Card Holder Name","Card holder name"
"Card Number","Card number"
"Carrier Title","Carrier Title"
"Check out faster","Check out faster"
"Check to activate the external checkout.","Check to activate the external checkout."
"Checkout","Checkout"
"Checkout as Guest","Checkout as a guest"
"Checkout as a Guest or Register","Checkout as a guest or register"
"Checkout as a new customer","Checkout as a new customer"
"Checkout using your account","Checkout using your account"
"Choose settlement after order in case you want an invoice to be created with your oder. The state of the invoice will set according to your capture status","Choose settlement after order in case you want an invoice to be created with your order. The status of the invoice will be set according to your specified capture status."
"Company Commercial Number","Company Commercial Number"
"Company Name","Company Name"
"Concrete amount of money resulting from the interest.","Concrete amount of money resulting from the interest."
"Confirm Password","Confirm Password"
"Container Element","Container Element"
"Continue","Continue"
"Could not convert object of type '!type' to string.","Could not convert object of type '!type' to string."
"Could not find a brand for the given card number.","Could not find a brand for the given card number."
"Could not find pressed button.","Could not find pressed button."
"Could not find template file at default location '!location'.","Could not find template file at default location '!location'."
"Could not find the payment method !paymentMethodName.","Could not find the payment method !paymentMethodName."
"Could not load layout from URL !url. Reason: !reason","Could not load layout from URL !url. Reason: !reason"
"Create Account","Create Account"
"Create New Order - Payment","Create New Order - Payment"
"Create a recurring payment, with an existing alias is not supported","Creating a recurring payment with an existing alias is not supported."
"Creating an account has many benefits:","Creating an account has many benefits:"
"Creation Date","Creation Date"
"Credit Card Brands","Credit Card Brands"
"Credit Memo History","Credit Memo History"
"Credit Memo Totals","Credit Memo Totals"
"Credit memo's total must be positive.","Credit memo's total must be positive."
"Creditor ID","Creditor ID"
"Currency","Currency"
"Current Configuration Scope:","Current Configuration Scope:"
"Customer Account","Customer account"
"Customer Alias Management","Customer Alias Management"
"Customer did not enter a date of birth.","The customer did not enter a date of birth."
"Customer successfully returned from PayEngine3Cw","Customer successfully returned from PayEngine3Cw"
"Customer successfully returned from Concardis PayEngine 3.0","Customer successfully returned from the PayEngine3Cw payment page."
"Customer sucessfully returned from the PayEngine3Cw payment page.","Customer successfully returned from the PayEngine3Cw payment page."
"Customers","Customers"
"Customweb","Customweb"
"Date","Date"
"Date of Birth","Date of birth"
"Day","Day"
"Deactivate","Deactivate"
"Dear customer we have received your billing and shipping information. In order to finish your order please create an account below or checkout as guest.","Dear customer we have received your billing and shipping information. In order to finalize your order please create an account below or checkout as a guest."
"Dear customer, it appears to us that your payment was successful, but we are still waiting for confirmation. You can wait on this page and we will redirect you after we received the confirmation. Or you can close this window and we will send out an order confirmation email.","Dear customer, it appears to us that your payment was successful, but we are still waiting for confirmation. You can wait on this page and we will redirect you after we received the confirmation. Or you can close this window and we will send out an order confirmation email."
"Debit","Debit"
"Debit interest rate p.a. (bound)","Debit interest rate p.a. (bound)"
"Default Config","Default Configuration"
"Deferred","Deferred"
"Deferred (authorization)","Deferred (authorisation)"
"Deferred capturing","Deferred capturing"
"Deferred settlement","Deferred settlement"
"Define a maximal order total for this checkout to be available.","Define a maximal order total for this checkout to be available."
"Define a minimal order total for this checkout to be available.","Define a minimal order total for this checkout to be available."
"Delayed","Deferred"
"Delete","Delete"
"Delivery address","Delivery address"
"Description","Description"
"Device tracking","Device tracking"
"Device tracking minimum amount","Device tracking minimum amount"
"Diners Club","Diners Club"
"Direct Debits","Direct Debits (ELV)"
"Direct E-Banking","Direct E-Banking"
"Direct capture after order","Direct capturing"
"Directly after order","Direct capturing"
"Directly after order (sale)","Direct capturing"
"Disabled","Deactivated"
"Discount","Discount"
"Discount Amount","Discount Amount"
"Don't change order status","Don't change order status"
"Duration","Duration"
"During authorization","During the authorisation"
"Edit","Edit"
"Edit Invoice %s","Edit Invoice %s"
"Effective annual rate","Effective annual rate"
"Email Address","Email Address"
"Empty version number field name","Empty version number field name"
"Enable or disable logging.","Enable or disable logging."
"Enable the payment method","Enable this payment method"
"Enabled","Enabled"
"Endpoint Instalment only supports payment method RatePay Isntalments","Endpoint Instalment only supports payment method RatePay Isntalments"
"Enter the date on which your card expires.","Enter the card expiry date."
"Error with the length of the validation date.","Error with the length of the validation date."
"Excl. Tax","Excl. Tax"
"External Checkout","External Checkout"
"External Checkout: Guest Checkout","External Checkout: Guest Checkout"
"Failed","Failed"
"Failed payment authorization.","The authorization failed."
"Fee which applies to all installment plans, applied once per order.","Fee which applies to all installment plans, applied once per order."
"Female","Female"
"Figure !number:","Figure !number:"
"Forgot Your Password?","Forgot Your Password?"
"Forgot your password?","Forgot your password?"
"Gender","Gender"
"Get Update","Get Update"
"Height of the iframe, in 'em' units.","Height of the iframe, in 'em' units."
"Here you can insert an order prefix. The prefix allows you to change the order number that is transmitted to Authorize.net. The prefix must contain the tag {id}. It will then be replaced by the order number (e.g. name_{id}).","Here you can insert an order prefix. The prefix allows you to change the order number that is transmitted to Concardis PayEngine 3.0. The prefix must contain the tag {id}. It will then be replaced by the order number (e.g. name_{id})."
"Here you can set a schema for the reference transmitted to identify the payment. The placeholder {id} will be replaced using the transaction id. Will default to {id} if left empty.","Here you can set a schema for the reference transmitted to identify the payment. The placeholder {id} will be replaced using the transaction id. Will default to {id} if left empty."
"Hide","Hide"
"Hide rate calculations","Hide rate calculations"
"I agree to the <a href='@url' target='_blank'>Terms and Conditions, as well as the Privacy Agreement of RatePay</a>.","I agree to the <a href='@url' target='_blank'>Terms and Conditions, as well as the Privacy Agreement of RatePay</a>."
"I agree to the displayed mandate and linked conditions.","I agree to the displayed mandate and linked conditions."
"I hereby authorise RatePAY GmbH, Franklinstr. 28-29, 10587 Berlin, Germany, to send instructions to my credit institute to debit all payments arising from this contract to the above-stated bank account, and authorise my credit institute to debit my account with all payments arising from this contract in accordance with the instructions from RatePAY GmbH.<br/>Note:<br/>Upon the conclusion of the contract, I will receive the mandate reference of RatePAY. I may request a refund of the debited amount within eight weeks after the debit date. The Terms & Conditions of my credit institute apply.","I hereby authorise RatePAY GmbH, Franklinstr. 28-29, 10587 Berlin, Germany, to send instructions to my credit institute to debit all payments arising from this contract to the above-stated bank account, and authorise my credit institute to debit my account with all payments arising from this contract in accordance with the instructions from RatePAY GmbH.<br/>Note:<br/>Upon the conclusion of the contract, I will receive the mandate reference of RatePAY. I may request a refund of the debited amount within eight weeks after the debit date. The Terms & Conditions of my credit institute apply."
"IBAN","IBAN"
"IBAN number","Bank account number (IBAN)"
"Ich willige hiermit in die Weiterleitung meiner Daten an !company, gemäß <a target='_blank' href='!link'>RatePAY-Datenschutzerklärung</a> ein und ermächtige diese, mit diesem Kaufvertrag in Zusammenhang stehende Zahlungen von meinem o.a. Konto mittels Lastschrift einzuziehen. Zugleich weise ich mein Kreditinstitut an, die von RatePAY GmbH auf mein Konto gezogenen Lastschriften einzulösen.<br/>Hinweis:<br/> Nach Zustandekommen des Vertrags wird mir die Mandatsreferenz von RatePAY mitgeteilt. Ich kann innerhalb von acht Wochen, beginnend mit dem Belastungsdatum, die Erstattung des belasteten Betrages verlangen. Es gelten dabei die mit meinem Kreditinstitut vereinbarten Bedingungen.","Ich willige hiermit in die Weiterleitung meiner Daten an !company, gemäß <a target='_blank' href='!link'>RatePAY-Datenschutzerklärung</a> ein und ermächtige diese, mit diesem Kaufvertrag in Zusammenhang stehende Zahlungen von meinem o.a. Konto mittels Lastschrift einzuziehen. Zugleich weise ich mein Kreditinstitut an, die von RatePAY GmbH auf mein Konto gezogenen Lastschriften einzulösen.<br/>Hinweis:<br/> Nach Zustandekommen des Vertrags wird mir die Mandatsreferenz von RatePAY mitgeteilt. Ich kann innerhalb von acht Wochen, beginnend mit dem Belastungsdatum, die Erstattung des belasteten Betrages verlangen. Es gelten dabei die mit meinem Kreditinstitut vereinbarten Bedingungen."
"If a product is in stock only once and the payment of the customer ordering this product fails or is aborted, it won't be available until the order is canceled (see timeout option below). Enable this setting to cancel the customer's pending orders when he returns to the cart page and a product is not available anymore.","If a product is in stock only once and the payment of the customer ordering this product fails or is aborted, the item will be reserved until the payment is cancelled (see timeout option below). Activate this option if you do NOT wish to reserve the item in case of an aborted or failed payment. The order will then be cancelled immediately."
"If a product is in stock only once and the payment of the customer ordering this product fails or is aborted, it won't be available until the order is canceled (see timeout option below). Enable this setting to cancel the customer's pending orders when he returns to the cart page and a product is not available anymore. Be careful though: If you enable this option, there is a chance that payments are made with the corresponding order being already canceled.","If a product is in stock only once and the payment of the customer ordering this product fails or is aborted, it won't be available until the order is canceled (see timeout option below). Enable this setting to cancel the customer's pending orders when he returns to the cart page and a product is not available anymore. Be careful though: If you enable this option, there is a chance that payments are made with the corresponding order already being canceled."
"If it is not applicable leave the field empty.","If it is not applicable leave the field empty."
"If the status is 'Pending' it is unclear whether the transaction will be cancelled successfully.","If the status is 'Pending' it is unclear whether the transaction will be cancelled successfully."
"If the status is 'Pending' it is unclear whether the transaction will be captured successfully.","If the status is 'Pending' it is unclear whether the transaction will be captured successfully."
"If the status is 'Pending' it is unclear whether the transaction will be refunded successfully.","If the status is 'Pending' it is unclear whether the transaction will be refunded successfully."
"If the test mode is selected the test account is used. Otherwise the configured account is used.","If the test mode is selected the test account is used. Otherwise the configured account is used."
"If you have any issues with the module please feel free to contact us. See our <a href='https://www.sellxed.com/en/support' target='_blank'>support page</a> for more information.","If you have any issues with the module please feel free to contact us. See our <a href='https://www.sellxed.com/en/support' target='_blank'>support page</a> for more information."
"If you select this checkbox, the payment will be captured at the PSP and you can not add additional captures.","If you select this checkbox, the payment will be captured at the PSP and you can not add additional captures."
"If you would like to use recurring payments, you need our magento module ""Customweb Subscription"". For further information go to <a href=""http://www.sellxed.com/shop/"" target=""_blank"">sellxed.com</a>.","If you would like to use recurring payments, you need our Magento module ""Customweb Subscription"". For further information go to <a href=""http://www.sellxed.com/shop/"" target=""_blank"">sellxed.com</a>."
"Iframe height","Iframe height"
"Image Brand Selection","Image Brand Selection"
"In some cases it may take a few seconds until the transaction is successfully authorized. When this option is enabled, the notification is awaited.","In some cases it may take a few seconds until the transaction is successfully authorized. When this option is enabled, the notification is awaited."
"In some cases the transaction requires a few seconds until it is successfully authorized. When this option is enabled the user is hold until the transaction reach the final state. If this is not the case in 30 seconds a message is shown to the customer, which explains the situation.","In some cases the transaction requires a few seconds until it is successfully authorized. When this option is enabled the user is on hold until the transaction reaches the final state. If this is not the case in 30 seconds a message is shown to the customer, which explains the situation."
"Inactive","Inactive"
"Incl. Tax","Incl. Tax"
"Information","Information"
"Inline (Default)","Inline (Default)"
"Interest amount","Interest amount"
"Interest rate","Interest rate"
"Invalid login or password.","Invalid login or password."
"Invoice Items","Invoice Items"
"Invoice Settlement","Invoice Settlement"
"Invoice Totals","Invoice Totals"
"Invoice settlement","Invoice settlement"
"Invoice was created successfully","Invoice was successfully created"
"Invoices","Invoices"
"Issue Number","Issue Number"
"It is not possible to checkout in your country.","It is not possible to checkout in your country."
"Item","Item"
"Items","Items"
"Items Refunded","Items Refunded"
"JCB","JCB"
"JSON could not be decoded.","JSON could not be decoded."
"Last rate","Last rate"
"Live","Live"
"Live HMAC Key","Live HMAC Key"
"Live Identifier (PBX_IDENTIFIANT)","Live Identifier (PBX_IDENTIFIANT)"
"Live Mode","Live Mode"
"Live Password","Live Password"
"Live Rang (PBX_RANG)","Live Rang (PBX_RANG)"
"Live Site ID (PBX_SITE)","Live Site ID (PBX_SITE)"
"Loading...","Loading..."
"Logging","Logging"
"Login","Login"
"Login & Register","Login & Register"
"Login and password are required.","Login and password are required."
"Mail order/telephone order authorization","Mail order/telephone order authorization"
"Male","Male"
"Manage Stores","Manage Stores"
"Manage Concardis PayEngine 3.0 Aliases","Manage Concardis PayEngine 3.0 Aliases"
"MasterCard","MasterCard"
"Maximum Order Total","Maximal order total"
"May be different","May be different"
"Merchant ID","Merchant ID"
"Merchant ID (Live)","Merchant ID (Live)"
"Merchant ID (Test)","Merchant ID (Test)"
"Merchant ID for the test environment, provided by Concardis PayEngine 3.0.","Merchant ID for the test environment, provided by Concardis PayEngine 3.0."
"Merchant Password","Merchant Password"
"Merchant Password (Live)","Merchant Password (Live)"
"Merchant Password (Test)","Merchant Password (Test)"
"Merchant Password for the test environment, provided by Concardis PayEngine 3.0.","Merchant Password for the test environment, provided by Concardis PayEngine 3.0."
"Message","Message"
"Method Title","Method Title"
"Minimum Order Total","Minimum order total"
"Minimum amount (below)","Minimum amount (below)"
"Minimum cart amount which must be reached for device tracking to be used, when configured to only run above certain amounts.","Minimum cart amount which must be reached for device tracking to be used, when configured to only run above certain amounts."
"Month","Month"
"Monthly debit interest","Monthly debit interest"
"Monthly rate","Monthly rate"
"Must be the same","Must be the same"
"My Concardis PayEngine 3.0 Aliases","My Concardis PayEngine 3.0 Aliases"
"New Order","New Ordern"
"New Order Status","New order status"
"New card","New card"
"Next Update Execution Date","Next Update Execution Date"
"No","No"
"No Items","No Items"
"No additional payment information available.","No additional payment information available"
"No authorization method found for payment method !method.","No authorization method found for payment method !method."
"No button returned.","No button returned."
"No refund possible.","No refund possible"
"No shipping method needed.","No shipping method needed."
"No, use the dropdown.","No, use the dropdown menu."
"Only an authorized transaction can be marked as finally declined.","Only authorized transactions can be marked as finally declined."
"Only an uncertain transaction can be marked as finally declined.","Only uncertain transactions can be marked as finally declined."
"Only authorized transaction can be cancelled.","Only authorised transaction can be cancelled."
"Only authorized transaction can be captured.","Only authorised transactions can be captured."
"Only authorized transaction can be refunded.","Only authorised transaction can be refunded."
"Only captured transaction can be refunded.","Only captured transaction can be refunded."
"Only on captured transaction the flag customer refusing to pay can be set.","It is only possible to set a flag for customers refusing to pay on captured transactions."
"Operation Mode","Operation mode"
"Operation mode","Operation mode"
"Operation mode of the shop.","Operation Mode of the shop"
"Order #","Order Number"
"Order Grand Total","Order Grand Total"
"Order ID Schema","Order ID Schema"
"Order Information","Order Information"
"Order Prefix","Order Prefix"
"Order Review","Order Review"
"Order Summary","Order Summary"
"Order Total","Order total"
"Order amount","Order amount"
"Order cancelled, because the customer was too long in the payment process of Concardis PayEngine 3.0.","Order cancelled because the customer was in the payment process of Concardis PayEngine 3.0 for too long."
"Order was placed using %s","Order was placed using %s"
"Orders","Orders"
"Orders with with payments that are longer pending than the specified timeout in minutes are cancelled automatically.","Orders, with payments that have been pending for longer than the specified time-out in minutes, are cancelled automatically. To use this feature you have to setup the Magento cron."
"Organization Entity Type","Organization Entity Type"
"Organization Registration ID","Organization Registration ID"
"Organization VAT ID","Organization VAT ID"
"Paid Amount","Paid Amount"
"Partial refund not possible. You may retry with the total transaction amount.","Partial refund not possible. The sum is larger than the total captured amount."
"Password","Password"
"Password and password confirmation are not equal.","""Password"" and ""Password Confirmation"" don't match."
"Pay with ____paymentMethodName____","Pay with ____paymentMethodName____"
"Payment","Payment"
"Payment ID","Payment ID"
"Payment Id","Payment ID"
"Payment Information","Payment Information"
"Payment Method","Payment Method"
"Payment captured successfully.","Payment captured successfully"
"Payment could not be authorized. Cancelling order. Reason :","Payment could not be authorised. Order is being cancelled for the reason:"
"Payment details can be entered after placing the order","Payment details can be entered after placing the order"
"Payment from Applicable Countries","Payment from applicable countries"
"Payment from Specific Countries","Payment from specific countries"
"Payment from applicable countries","Payment from applicable countries"
"Payment from specific countries","Payment from specific countries"
"Payment is pending at PayEngine3Cw","Payment is pending with PayEngine3Cw"
"Payment method description","Payment method description"
"Payment method is currently not available to due previous decline.","Payment method is currently not available to due previous decline."
"Payment method not available due to previous attempt.","Payment method not available due to previous attempt."
"Payment with %s","Payment with %s"
"Payment with Concardis PayEngine 3.0","Payment with Concardis PayEngine 3.0"
"Payments may be updated periodically (interval in minutes). To use this feature you have to setup magento cron","The state of the payment will be be updated periodically (interval in minutes) via API if activated. To use this feature you have to setup Magento cron."
"Pending","Pending"
"Pending PayEngine3Cw","Pending PayEngine3Cw"
"Periodic percentage applied to the loan taken.","Periodic percentage applied to the loan taken."
"Personally calculated rates","Personally calculated rates"
"Phone Number","Phone number"
"Place Order","Place Order"
"Please Select...","Please Select..."
"Please agree to all the terms and conditions before placing the order.","Please agree to all the terms and conditions before placing the order."
"Please agree to the mandate.","Please agree to the mandate."
"Please calculate and select a rate.","Please calculate and select a rate."
"Please check the entered CVC number.","Please check the entered CVC number."
"Please check the entered credit card number.","Please check the entered credit card number."
"Please check your input.","Please check your input."
"Please choose between the two options","Please choose between the two options"
"Please enter a phone number.","Please enter a phone number."
"Please enter a valid day of birth.","Please enter a valid day of birth."
"Please enter a valid rate.","Please enter a valid rate."
"Please enter a valid run time.","Please enter a valid run time."
"Please enter here the Bank Identifier Code (BIC).","Please enter here the Bank Identifier Code (BIC)."
"Please enter here the CVC code from your card. You find the code on the back of the card.","Please enter the CVC code from your card. You can find the code on the back of the card."
"Please enter here the International Bank Account Number (IBAN).","Please enter here the International Bank Account Number (IBAN)."
"Please enter here the account holder name on the card.","Please enter here the account holder name on the card."
"Please enter here the account holder name.","Please enter here the account holder name."
"Please enter here the account number of your bank account.","Please enter here the International Bank Account Number (IBAN)."
"Please enter here the bank code of your bank.","Please enter here the bank code of your bank"
"Please enter here the card holder name on the card.","Please enter the card holder's name."
"Please enter here the commercial number of your company.","Please enter the commercial number of your company."
"Please enter here the name of the account owner.","Please enter the name of the account owner"
"Please enter here the number on your card.","Please enter your card number."
"Please enter here the sales tax number of your company.","Please enter here the sales tax number of your company."
"Please enter here your phone number.","Please enter your phone number here."
"Please enter here your social security number.","Please enter your social security number."
"Please enter the location of your bank.","Please enter the location of your bank."
"Please enter the name of your bank.","Please enter the name of your bank."
"Please enter your BIC.","Please enter your BIC."
"Please enter your Bank account for the automatic monthly debit on the 2. of the calender month. If this day falls on a sunday or holiday, the debit is processed on the next workday.","Please enter your Bank account for the automatic monthly debit on the 2. of the calender month. If this day falls on a sunday or holiday, the debit is processed on the next workday."
"Please enter your IBAN number.","Please enter your IBAN number."
"Please enter your IBAN.","Please enter your IBAN."
"Please enter your issue number, if there is no CVC code on your card.","Please enter your issue number, if there is no CVC code on your card."
"Please enter your phone number.","Please enter your phone number."
"Please flash or disable the cache storage and retry. If this did not help, change the authorization method to PaymentPage and <a href=""%s"" target=""_blank"">contact sellxed</a>.","Please flash or disable the cache storage and retry. If this did not help, change the authorization method to PaymentPage and <a href=""%s"" target=""_blank"">contact sellxed</a>."
"Please flash or disable the cache storage and retry. If this did not help, change the authorization method to PaymentPage and <a href=""%s"" target=""_blank"">contact sellxed</a>.', 'http://www.sellxed.com/en/support","Please empty or disable the cache storage and retry. If this did not help, change the authorization method to PaymentPage and <a href=""%s"" target=""_blank"">contact sellxed</a>.', 'http://www.sellxed.com/en/support"
"Please flush or disable the cache storage and retry. If this did not help, change the authorization method to PaymentPage and <a href=""%s"" target=""_blank"">contact sellxed</a>.","Please flush or disable the cache storage and retry. If this did not help, change the authorization method to PaymentPage and <a href=""%s"" target=""_blank"">contact sellxed</a>."
"Please log in below:","Please log in below:"
"Please select","Please select"
"Please select a shipping method before sending the order.","Please select a shipping method before sending the order."
"Please select invoice or debit type.","Please select invoice or debit type."
"Please select the Bank Identifier Code (BIC) of your bank.","Please select the Bank Identifier Code (BIC) of your bank."
"Please select the day of your birth.","Please select the day of your birth."
"Please select the expiry month on your card.","You have to enter the month of the card expiry"
"Please select the expiry year on your card.","Please select your card's year of expiry."
"Please select the month of your birth.","Please select the month of your birth."
"Please select the the year of your birth.","Please select the the year of your birth."
"Please select your gender.","Please select your gender."
"Please wait, processing your order...","Please wait, processing your order..."
"Price","Price"
"Product","Product"
"Product Name","Product name"
"Purchase Point","Point of Purchase"
"Purchase amount","Purchase amount"
"Qty","Qty"
"Rate due each month.","Rate due each month."
"RatePay ID (Live)","RatePay ID (Live)"
"RatePay ID (Test)","RatePay ID (Test)"
"RatePay ID for the live environment, provided by RatePay.","RatePay ID for the live environment, provided by RatePay."
"RatePay ID for the test environment, provided by RatePay.","RatePay ID for the test environment, provided by RatePay."
"RatePay Installments","RatePay Installments"
"RatePay generally declines transactions where billing and delivery addresses do not match. Please note that differing addresses require an additional agreement with RatePay.","RatePay generally declines transactions where billing and delivery addresses do not match. Please note that differing addresses require an additional agreement with RatePay."
"Ratepay ID","Ratepay ID"
"Ratepay calculator does not support test mode, and as such the live credentials are used here.","Ratepay calculator does not support test mode, and as such the live credentials are used here."
"Ratepay instalment calculator","Ratepay instalment calculator"
"Recurring Payments","Recurring Payments"
"Refund Amount","Refunded amount"
"Refund ID","Refund ID"
"Refund amount","Refunded amount"
"Refund information","Refund information"
"Refund status","Refund status"
"Refunded Amount","Refunded amount"
"Refunds","Credit Memo"
"Register","Register"
"Register to Create an Account","Register to create an account"
"Register with us for future convenience:","Register with us for future convenience:"
"Release Date","Release Date"
"Review","Review"
"Rounding Adjustment","Rounding Adjustments"
"Row Total","Row Total"
"Run for new customers","Run for new customers"
"SEPA Mandate ID","SEPA Mandate ID"
"SKU:","SKU:"
"Sales","Sales"
"Sales Tax Number","Sales Tax Number"
"Save","Save"
"Saved cards:","Saved cards:"
"See order and shipping status","See order and shipping status"
"Select Brand","Select card brand"
"Select Method","Select Method"
"Select the authorization method to use for processing this payment method.","Select the authorisation method to use in order to process this payment method. (Please be aware that the hidden mode for credit cards (if available) requires additional PCI certification requirements. Contact Concardis PayEngine 3.0 for additional information)."
"Select the date of your birth.","Select your date of birth."
"Select the date on which your card expires.","Select the expiry date of your card."
"Selected payment","Selected payment"
"Send Invoice Email","Send Invoice Email"
"Send amounts to Concardis PayEngine 3.0 in base currency.","Send amounts to Concardis PayEngine 3.0 in base currency."
"Send amounts to Concardis PayEngine 3.0 in store's base currency.","Send amounts to Concardis PayEngine 3.0 in store's base currency."
"Send invoice email","Send invoice email"
"Send the invoice email automatically after invoice creation.","Send the invoice email automatically after invoice creation."
"Service charge","Service charge"
"Set direct capture after order. In this case your authoization will directly be captured on your customer's credit card","With 'direct capturing' the the customer is debited directly after completion of payment. In the case of 'deferred capturing' the amount is debited at a moment defined by you."
"Set the sort order to show the external checkouts.","Set the sort order to show the external checkouts."
"Settlement after order","Settlement after order"
"Shipping & Handling","Shipping & Handling"
"Shipping Address","Delivery address"
"Shipping Amount","Shipping Amount"
"Shipping Information","Shipping Information"
"Shipping Method","Shipping Method"
"Shipping Methods","Shipping Methods"
"Shipping Refund","Shipping Refund"
"Shop","Shop"
"Should device tracking be used, and if, when?","Should device tracking be used, and if, when?"
"Should the amount be captured automatically (debit) or should the amount only be reserved (deferred)?","Should the amount be captured automatically (debit) or should the amount only be reserved (deferred)?"
"Should the amount be confirmed automatically or should the amount only be authorised? Please note that the automatic confirmation should only be used for digital goods and similar cases. Once the payment has been made the goods should be immediately available.","Should the amount be confirmed automatically or should the amount only be authorised? Please note that the automatic confirmation should only be used for digital goods and similar cases. Once the payment has been made the goods should be immediately available."
"Should the element which contains the credit cards be rendered inline with other elements, or wide?","Should the element which contains the credit cards be rendered inline with other elements, or wide?"
"Show","Show"
"Show Account Selection","Show Account Selection"
"Show Further Settings and Information","Show further settings and information"
"Show Image","Show Image"
"Show Payment Id","Show Payment ID"
"Show rate calculations","Show rate calculations"
"Show the payment id","Show the payment ID"
"Show the payment id in the order information","Show the payment ID in the order information."
"Show the payment image","Show the payment image"
"Show the payment image on the checkout page","Show the payment image on the checkout page"
"Sign In","Sign In"
"Signing fee","Signing fee"
"Social Security Number","Social Security Number"
"Sort Order","Sort Order"
"Status","State"
"Store the payment details","Store the payment details"
"Stored payment details","Stored payment details"
"Submit","Submit"
"Submit Order","Submit Order"
"Submitting order information...","Submitting order information..."
"Subtotal","Subtotal"
"Success","Successful"
"Successful","Successful"
"Successful online refund of amount","Successful online refund of amount"
"Successful payment authorization.","Successful payment authorization"
"Successfull online refund of amount","Successful online refund of amount"
"Sum of all cart items, the purchase amount.","Sum of all cart items, the purchase amount."
"Support","Support"
"Tax Amount","Tax Amount"
